tag,model,seed,status,wall_clock_min,metrics_mse,metrics_mae,metrics_mspe,pred_sha256,true_sha256,dir,ingested_orphan
WMT,revin-DLinear,2021,stall,24.09,,,,,,,0
N225,revin-DLinear,2021,stall,22.08,,,,,,,0
GDAXI,revin-DLinear,2021,stall,20.08,,,,,,,0
AAPL,revin-DLinear,2022,stall,17.06,,,,,,,0
MSFT,revin-DLinear,2022,stall,17.06,,,,,,,0
AMZN,revin-DLinear,2022,ok,34.11,0.0897786692,0.2310910225,0.0210179370,73a9b48556dcd486725edbfc98ecf87deea9aa5ab40680347926224faf0451f9,34455312abb45725ea25d01625df31e473c955653ee1090c87e7d6a6ecab8e12,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\AMZN_revin-DLinear,0
META,DeReFusion,2022,ok,25.09,0.6433051825,0.6316294074,0.0226517674,ea4c6f8588f7892912bf798de3b05f80f60f11f109ab20fb5190d659136370bd,d8d002e54a03f161d4413c8421d77b45534a4ad7653418c15ce32db8714e06cc,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\META_DeReFusion,0
META,revin-DLinear,2022,stall,37.13,,,,,,,0
TSLA,DeReFusion,2022,ok,25.09,0.1751927137,0.3130639195,0.0736073628,5decba2554f9fe16aa18abf31257bc5bbe1526b7d07ee081e08242e34bbe6c9e,e365bc688c5003b6624817a2eb49df81b50c6b448a284f5bfb9bc6fd72bf4375,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\TSLA_DeReFusion,0
TSLA,revin-DLinear,2022,ok,29.1,0.1842638403,0.3113280535,0.0741805658,5b6d9ee2f8d514f9ae98ddb1231788a5fec972a7fa13dd9de4a624a549c9400d,e365bc688c5003b6624817a2eb49df81b50c6b448a284f5bfb9bc6fd72bf4375,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\TSLA_revin-DLinear,0
JPM,DeReFusion,2022,ok,37.43,0.2450558394,0.3710830510,0.0114446292,b5ba45012390c33610d30724711c3e9951a9bc2106a337d58fd2865ee58cd269,008587e64376d471c6d7f19f6839ad1bfa8faf4207908a7a889fdfb8b51b0dba,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\JPM_DeReFusion,0
JPM,revin-DLinear,2022,stall,14.07,,,,,,,0
XOM,DeReFusion,2022,ok,52.21,0.0901197270,0.2288311571,0.0187648945,51e770ac58f0f25f4c8c89c83edd3a8fb067e5f471633566acc06253a0065577,c8484713d4d6d318c36d18fce6a8331a89289502865651f67dba5b0aadd62108,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\XOM_DeReFusion,0
XOM,revin-DLinear,2022,ok,13.05,0.1113045216,0.2605714500,0.0214360692,e800ba39f67eeb95e7620ebbcf8aff1dd1b95020839c54426c875399e8e54103,c8484713d4d6d318c36d18fce6a8331a89289502865651f67dba5b0aadd62108,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\XOM_revin-DLinear,0
WMT,DeReFusion,2022,ok,23.1,0.2958148420,0.4167318642,0.0118923187,6ff51f96517571b73fcd01474a3cb9a72f9862074ab416677f7e53939ea282c7,d61698c4ff5229ecb9f5b6f0298ae0f72dc2daca1d7ba8ebe99e3e2aa9450cb1,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\WMT_DeReFusion,0
WMT,revin-DLinear,2022,stall,22.31,,,,,,,0
N225,DeReFusion,2022,ok,22.13,0.2973928452,0.4229440093,0.0209734868,9c298e535c5a3a2c0a08910a9fda664e6b42aceeab79d9c6517eab4e0a777456,f092b2e1cb30b153e9ff11d86dddf360dfae9808c80b5b5ca8525a9423492953,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\N225_DeReFusion,0
N225,revin-DLinear,2022,stall,34.18,,,,,,,0
GDAXI,DeReFusion,2022,ok,51.22,0.2058923841,0.3236656189,0.0083646812,aa35941ea8d98dbe4782243e5dccc9f0ccf25e47b2a85b840d7f37bdfcf6dcd2,0529060d5a5fdc5cac88ee575ae18bac0a26ac3d03677b3129d0dbaacbea6a1a,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2022\GDAXI_DeReFusion,0
GDAXI,revin-DLinear,2022,stall,17.08,,,,,,,0
AAPL,DeReFusion,2023,ok,36.16,0.0891061276,0.2303154171,0.0131001286,05f6065fd5764cdf210e1e70955197ad31976c440c23f08156660846148281c9,3b60605d2537bf983f5063d7447ed9d8698ee548185f47bf64ddfe8d11154070,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\AAPL_DeReFusion,0
AAPL,revin-DLinear,2023,stall,15.07,,,,,,,0
MSFT,DeReFusion,2023,ok,34.15,0.0925140083,0.2344480604,0.0083153257,3e1a6f69a6b0b6e4783c1ddde11545e8c0056f629492fb24500da50fccaf2e90,3d165382d672bfbe1a47f49e3dc52e1663a8119aa22281a2f53ba9c0d34882bc,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2023\MSFT_DeReFusion,0
MSFT,revin-DLinear,2021,stall,24.17,,,,,,,0
AMZN,revin-DLinear,2021,stall,33.19,,,,,,,0
META,revin-DLinear,2021,stall,32.17,,,,,,,0
TSLA,revin-DLinear,2021,stall,30.16,,,,,,,0
JPM,revin-DLinear,2021,ok,34.15,0.2417534739,0.3674408197,0.0113345617,49275fe5a5c9d0f8e8ec49e4cd45fe9d05ca952a388f81e3cadef826568dcfce,008587e64376d471c6d7f19f6839ad1bfa8faf4207908a7a889fdfb8b51b0dba,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\JPM_revin-DLinear,0
XOM,revin-DLinear,2021,stall,25.12,,,,,,,0
WMT,revin-DLinear,2021,stall,19.08,,,,,,,0
N225,revin-DLinear,2021,stall,15.07,,,,,,,0
GDAXI,revin-DLinear,2021,stall,22.1,,,,,,,0
AAPL,revin-DLinear,2022,stall,43.19,,,,,,,0
MSFT,revin-DLinear,2022,stall,15.07,,,,,,,0
META,revin-DLinear,2022,stall,15.07,,,,,,,0
JPM,revin-DLinear,2022,stall,15.07,,,,,,,0
WMT,revin-DLinear,2022,stall,15.07,,,,,,,0
N225,revin-DLinear,2022,stall,35.15,,,,,,,0
GDAXI,revin-DLinear,2022,stall,30.16,,,,,,,0
MSFT,revin-DLinear,2021,ok,56.9,0.0887212232,0.2272360325,0.0080105010,36176b489e5381d7317ba2e0c718e9a89da18a98dd29913089d00fa4bcd2e04a,3d165382d672bfbe1a47f49e3dc52e1663a8119aa22281a2f53ba9c0d34882bc,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\MSFT_revin-DLinear,0
AMZN,revin-DLinear,2021,ok,47.24,0.0864951909,0.2263787389,0.0202032849,7645af2cbfa810466277bc9155da26521569a1fd3df2b6245737e926b4545a3c,34455312abb45725ea25d01625df31e473c955653ee1090c87e7d6a6ecab8e12,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\AMZN_revin-DLinear,0
META,revin-DLinear,2021,ok,52.29,0.6416901946,0.6208059788,0.0219360646,57a76901eb14bb8b0de721b424b684d0742e3faa4ed019970ded4162672e3ae8,d8d002e54a03f161d4413c8421d77b45534a4ad7653418c15ce32db8714e06cc,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\META_revin-DLinear,0
TSLA,revin-DLinear,2021,ok,34.2,0.1813924760,0.3086174130,0.0717451721,e5163bda91934f4bf52ec507c0bd33b2da04fe0eef055572078a93f94a5bb4f6,e365bc688c5003b6624817a2eb49df81b50c6b448a284f5bfb9bc6fd72bf4375,C:\Users\geng\lobster-link\geng-lobster\T005-c1\2021\TSLA_revin-DLinear,0
